receptor,ligand,n_db,m_r_lfc,m_r_padj,m_l_lfc,m_l_padj,m_strict,m_relaxed,h_r_lfc,h_r_padj,h_l_lfc,h_l_padj,h_strict,h_relaxed,conservation
ITGB1,HSPG2,4,334.4704,0.0,15.142,6.365812306549648e-124,no,no,0.4347,3.774832503484081e-07,0.5199,2.131221362334028e-07,no,no,neither
PTPRS,HSPG2,4,66.7545,0.0,15.142,6.365812306549648e-124,no,no,0.6185,1.400074639647724e-13,0.5199,2.131221362334028e-07,no,no,neither
CALCR,IAPP,5,-1.8899,0.9999344575108172,,,no_data,no_data,0.5591,1.0,-0.3378,1.0,trend,yes,human_only
RAMP1,IAPP,4,-7.3993,0.3043248025235253,,,no_data,no_data,0.5577,0.0612324067478036,-0.3378,1.0,trend,yes,human_only
RAMP2,IAPP,4,-349.871,0.0,,,no_data,no_data,0.2429,1.0,-0.3378,1.0,trend,yes,human_only
EGFR,ICAM1,3,9.1206,4.0958356894436235e-295,-27.1289,7.270841286462939e-21,yes,yes,-0.0943,1.0,-0.759,1.0,no,no,mouse_only
IL2RA,ICAM1,4,-4.3706,0.5549067425822083,-27.1289,7.270841286462939e-21,no,no,0.0282,1.0,-0.759,1.0,trend,yes,human_only
IL2RG,ICAM1,3,0.6758,8.341877120318331e-15,-27.1289,7.270841286462939e-21,yes,yes,0.4209,1.0,-0.759,1.0,trend,yes,CONSERVED_relaxed
ITGAL,ICAM1,5,-3.2242,0.6338163346266132,-27.1289,7.270841286462939e-21,no,no,0.1944,1.0,-0.759,1.0,trend,yes,human_only
ITGAM,ICAM1,4,-2.1245,0.9999344575108172,-27.1289,7.270841286462939e-21,no,no,0.6314,1.0,-0.759,1.0,trend,yes,human_only
ITGAX,ICAM1,4,-1.9555,0.9999344575108172,-27.1289,7.270841286462939e-21,no,no,0.505,1.0,-0.759,1.0,trend,yes,human_only
ITGB2,ICAM1,4,-1.8657,0.9999344575108172,-27.1289,7.270841286462939e-21,no,no,0.6003,1.0,-0.759,1.0,trend,yes,human_only
SPN,ICAM1,3,-0.421,0.9999344575108172,-27.1289,7.270841286462939e-21,no,no,0.0,1.0,-0.759,1.0,no,no,neither
ITGAL,ICAM2,4,-3.2242,0.6338163346266132,-23.7679,3.038293829300255e-09,no,no,0.1944,1.0,0.4501,1.0,no,no,neither
ITGAM,ICAM2,4,-2.1245,0.9999344575108172,-23.7679,3.038293829300255e-09,no,no,0.6314,1.0,0.4501,1.0,no,no,neither
ITGB2,ICAM2,4,-1.8657,0.9999344575108172,-23.7679,3.038293829300255e-09,no,no,0.6003,1.0,0.4501,1.0,no,no,neither
CD209,ICAM3,3,,,,,no_data,no_data,0.7535,1.0,0.0188,1.0,no,no,neither
CLEC4M,ICAM3,5,,,,,no_data,no_data,2.3457,1.0,0.0188,1.0,no,no,neither
ITGAD,ICAM3,4,-0.5083,0.9999344575108172,,,no_data,no_data,1.78,1.0,0.0188,1.0,no,no,neither
ITGAL,ICAM3,4,-3.2242,0.6338163346266132,,,no_data,no_data,0.1944,1.0,0.0188,1.0,no,no,neither
ITGB2,ICAM3,4,-1.8657,0.9999344575108172,,,no_data,no_data,0.6003,1.0,0.0188,1.0,no,no,neither
ITGA2B,ICAM4,4,2.7611,1.2061150095481729e-49,-2.5473,0.6248582932068679,trend,yes,0.92,1.0,0.4839,1.0,no,no,mouse_only
ITGA4,ICAM4,4,-0.6264,0.771398107833967,-2.5473,0.6248582932068679,no,no,-0.2517,1.0,0.4839,1.0,no,no,neither
ITGAL,ICAM4,4,-3.2242,0.6338163346266132,-2.5473,0.6248582932068679,no,no,0.1944,1.0,0.4839,1.0,no,no,neither
ITGAM,ICAM4,4,-2.1245,0.9999344575108172,-2.5473,0.6248582932068679,no,no,0.6314,1.0,0.4839,1.0,no,no,neither
ITGAV,ICAM4,4,50.4759,0.0,-2.5473,0.6248582932068679,trend,yes,0.1033,1.0,0.4839,1.0,no,no,mouse_only
ITGB1,ICAM4,4,334.4704,0.0,-2.5473,0.6248582932068679,trend,yes,0.4347,3.774832503484081e-07,0.4839,1.0,no,no,mouse_only
ITGB2,ICAM4,4,-1.8657,0.9999344575108172,-2.5473,0.6248582932068679,no,no,0.6003,1.0,0.4839,1.0,no,no,neither
ITGB3,ICAM4,4,4.5739,4.016441041116983e-40,-2.5473,0.6248582932068679,trend,yes,0.295,1.0,0.4839,1.0,no,no,mouse_only
RHAG,ICAM4,3,23.4689,0.9999344575108172,-2.5473,0.6248582932068679,trend,yes,1.4121,1.0,0.4839,1.0,no,no,mouse_only
ITGAL,ICAM5,4,-3.2242,0.6338163346266132,2.4991,0.0043222431304286,no,no,0.1944,1.0,-19.915,1.0,trend,yes,human_only
ITGB2,ICAM5,4,-1.8657,0.9999344575108172,2.4991,0.0043222431304286,no,no,0.6003,1.0,-19.915,1.0,trend,yes,human_only
ICOS,ICOSLG,3,-2.0426,0.9999344575108172,,,no_data,no_data,0.487,1.0,0.2715,1.0,no,no,neither
IFNAR1,IFNA1,4,-2.6309,2.1486809630025035e-105,,,no_data,no_data,0.3455,0.1190189704911556,0.0,1.0,no,no,neither
IFNAR2,IFNA1,4,-50.8575,7.601608205513544e-29,,,no_data,no_data,-0.368,0.2768223959995511,0.0,1.0,no,no,neither
IFNAR1,IFNA10,3,-2.6309,2.1486809630025035e-105,,,no_data,no_data,0.3455,0.1190189704911556,0.0,1.0,no,no,neither
IFNAR2,IFNA10,3,-50.8575,7.601608205513544e-29,,,no_data,no_data,-0.368,0.2768223959995511,0.0,1.0,no,no,neither
IFNAR1,IFNA14,3,-2.6309,2.1486809630025035e-105,,,no_data,no_data,0.3455,0.1190189704911556,0.0,1.0,no,no,neither
IFNAR2,IFNA14,3,-50.8575,7.601608205513544e-29,,,no_data,no_data,-0.368,0.2768223959995511,0.0,1.0,no,no,neither
IFNAR1,IFNA16,3,-2.6309,2.1486809630025035e-105,0.1453,0.9999344575108172,no,no,0.3455,0.1190189704911556,0.0,1.0,no,no,neither
IFNAR2,IFNA16,3,-50.8575,7.601608205513544e-29,0.1453,0.9999344575108172,no,no,-0.368,0.2768223959995511,0.0,1.0,no,no,neither
IFNAR1,IFNA17,3,-2.6309,2.1486809630025035e-105,,,no_data,no_data,0.3455,0.1190189704911556,0.0,1.0,no,no,neither
IFNAR2,IFNA17,3,-50.8575,7.601608205513544e-29,,,no_data,no_data,-0.368,0.2768223959995511,0.0,1.0,no,no,neither
IFNAR1,IFNA2,4,-2.6309,2.1486809630025035e-105,,,no_data,no_data,0.3455,0.1190189704911556,0.0,1.0,no,no,neither
IFNAR2,IFNA2,4,-50.8575,7.601608205513544e-29,,,no_data,no_data,-0.368,0.2768223959995511,0.0,1.0,no,no,neither
IFNAR1,IFNA21,3,-2.6309,2.1486809630025035e-105,,,no_data,no_data,0.3455,0.1190189704911556,0.0,1.0,no,no,neither
IFNAR2,IFNA21,3,-50.8575,7.601608205513544e-29,,,no_data,no_data,-0.368,0.2768223959995511,0.0,1.0,no,no,neither
IFNAR1,IFNA4,3,-2.6309,2.1486809630025035e-105,,,no_data,no_data,0.3455,0.1190189704911556,0.0,1.0,no,no,neither
IFNAR2,IFNA4,3,-50.8575,7.601608205513544e-29,,,no_data,no_data,-0.368,0.2768223959995511,0.0,1.0,no,no,neither
IFNAR1,IFNA5,3,-2.6309,2.1486809630025035e-105,,,no_data,no_data,0.3455,0.1190189704911556,1.5009,1.0,no,no,neither
IFNAR2,IFNA5,4,-50.8575,7.601608205513544e-29,,,no_data,no_data,-0.368,0.2768223959995511,1.5009,1.0,no,no,neither
IFNAR1,IFNA6,3,-2.6309,2.1486809630025035e-105,,,no_data,no_data,0.3455,0.1190189704911556,0.0,1.0,no,no,neither
IFNAR2,IFNA6,3,-50.8575,7.601608205513544e-29,,,no_data,no_data,-0.368,0.2768223959995511,0.0,1.0,no,no,neither
IFNAR1,IFNA7,3,-2.6309,2.1486809630025035e-105,,,no_data,no_data,0.3455,0.1190189704911556,0.0,1.0,no,no,neither
IFNAR2,IFNA7,3,-50.8575,7.601608205513544e-29,,,no_data,no_data,-0.368,0.2768223959995511,0.0,1.0,no,no,neither
IFNAR1,IFNA8,3,-2.6309,2.1486809630025035e-105,,,no_data,no_data,0.3455,0.1190189704911556,0.0,1.0,no,no,neither
IFNAR2,IFNA8,4,-50.8575,7.601608205513544e-29,,,no_data,no_data,-0.368,0.2768223959995511,0.0,1.0,no,no,neither
IFNAR1,IFNB1,4,-2.6309,2.1486809630025035e-105,-0.0738,0.9999344575108172,no,no,0.3455,0.1190189704911556,-15.6296,1.0,trend,yes,human_only
IFNAR2,IFNB1,4,-50.8575,7.601608205513544e-29,-0.0738,0.9999344575108172,no,no,-0.368,0.2768223959995511,-15.6296,1.0,no,no,neither
IFNGR1,IFNG,4,-226.5919,0.0,-1.5202,0.9999344575108172,no,no,0.1419,1.0,0.0,1.0,no,no,neither
IFNGR2,IFNG,4,-12.3049,4.4440374016054166e-76,-1.5202,0.9999344575108172,no,no,0.4094,0.0783028636087715,0.0,1.0,no,no,neither
IFNLR1,IFNL1,4,-0.217,0.9999344575108172,,,no_data,no_data,-0.1952,1.0,0.0,1.0,no,no,neither
IL10RB,IFNL1,4,-50.0268,6.809548000626781e-176,,,no_data,no_data,0.0175,1.0,0.0,1.0,no,no,neither
IFNLR1,IFNL2,4,-0.217,0.9999344575108172,,,no_data,no_data,-0.1952,1.0,0.0,1.0,no,no,neither
IL10RB,IFNL2,4,-50.0268,6.809548000626781e-176,,,no_data,no_data,0.0175,1.0,0.0,1.0,no,no,neither
IFNLR1,IFNL3,4,-0.217,0.9999344575108172,,,no_data,no_data,-0.1952,1.0,0.0,1.0,no,no,neither
IL10RB,IFNL3,4,-50.0268,6.809548000626781e-176,,,no_data,no_data,0.0175,1.0,0.0,1.0,no,no,neither
IFNAR1,IFNW1,4,-2.6309,2.1486809630025035e-105,,,no_data,no_data,0.3455,0.1190189704911556,0.0,1.0,no,no,neither
IFNAR2,IFNW1,4,-50.8575,7.601608205513544e-29,,,no_data,no_data,-0.368,0.2768223959995511,0.0,1.0,no,no,neither
IGF1R,IGF1,5,-0.0545,2.1663773637408098e-159,74.2456,0.0,no,no,0.0438,1.0,-0.3077,1.0,trend,yes,human_only
IGF1R,IGF2,5,-0.0545,2.1663773637408098e-159,-0.2049,0.0176981039462366,no,no,0.0438,1.0,0.0,1.0,no,no,neither
IGF2R,IGF2,5,65.6981,0.0,-0.2049,0.0176981039462366,yes,yes,-0.0693,1.0,0.0,1.0,no,no,mouse_only
INSR,IGF2,4,0.5957,8.088641315405144e-42,-0.2049,0.0176981039462366,yes,yes,0.2877,0.0002493268055544,0.0,1.0,no,no,mouse_only
FZD8,IGFBP4,4,17.0945,0.0,,,no_data,no_data,0.1721,1.0,1.5104,5.985806876065487e-57,no,no,neither
LRP6,IGFBP4,4,12.8705,0.0,,,no_data,no_data,0.1581,0.8107383351178986,1.5104,5.985806876065487e-57,no,no,neither
IGFLR1,IGFL1,5,-0.2664,0.1718991211118961,,,no_data,no_data,0.1283,1.0,0.0,1.0,no,no,neither
IGFLR1,IGFL2,5,-0.2664,0.1718991211118961,,,no_data,no_data,0.1283,1.0,0.0,1.0,no,no,neither
IGFLR1,IGFL3,5,-0.2664,0.1718991211118961,,,no_data,no_data,0.1283,1.0,-15.9416,1.0,trend,yes,human_only
BOC,IHH,4,1.768,8.221472117834986e-102,0.4226,0.9999344575108172,no,no,0.1799,0.2687524586912985,-17.3059,1.0,trend,yes,human_only
CDON,IHH,4,-10.3432,0.4752081006870901,0.4226,0.9999344575108172,no,no,0.2178,0.1834073911242358,-17.3059,1.0,trend,yes,human_only
HHIP,IHH,5,-0.8795,0.9999344575108172,0.4226,0.9999344575108172,no,no,1.4021,0.2087584199665209,-17.3059,1.0,trend,yes,human_only
PTCH1,IHH,4,-3.393,9.551010943757117e-13,0.4226,0.9999344575108172,no,no,0.1503,1.0,-17.3059,1.0,trend,yes,human_only
PTCH2,IHH,4,-1.4975,0.0225664288591652,0.4226,0.9999344575108172,no,no,-0.2018,1.0,-17.3059,1.0,no,no,neither
IL10RA,IL10,4,-2.7773,0.9999344575108172,-1.3516,0.9999344575108172,no,no,0.1007,1.0,0.6033,1.0,no,no,neither
IL10RB,IL10,4,-50.0268,6.809548000626781e-176,-1.3516,0.9999344575108172,no,no,0.0175,1.0,0.6033,1.0,no,no,neither
IL11RA,IL11,4,,,2.6374,3.3541510147331233e-22,no_data,no_data,-0.3432,1.0,0.8077,1.0,no,no,neither
IL6ST,IL11,4,5.9256,5.237849615188787e-175,2.6374,3.3541510147331233e-22,no,no,0.3514,1.1176301121782341e-07,0.8077,1.0,no,no,neither
CD28,IL12A,3,-2.3088,0.8902789787748484,-9.2179,3.1312177913909026e-15,no,no,0.0266,1.0,-18.9656,1.0,trend,yes,human_only
IL12RB1,IL12A,4,0.2974,0.9999344575108172,-9.2179,3.1312177913909026e-15,trend,yes,0.4291,1.0,-18.9656,1.0,trend,yes,CONSERVED_relaxed
IL12RB2,IL12A,3,-0.2239,0.9999344575108172,-9.2179,3.1312177913909026e-15,no,no,1.1705,1.0,-18.9656,1.0,trend,yes,human_only
IL12RB1,IL12B,4,0.2974,0.9999344575108172,-3.0975,0.9999344575108172,trend,yes,0.4291,1.0,-16.9204,1.0,trend,yes,CONSERVED_relaxed
IL12RB2,IL12B,4,-0.2239,0.9999344575108172,-3.0975,0.9999344575108172,no,no,1.1705,1.0,-16.9204,1.0,trend,yes,human_only
IL23R,IL12B,4,1.4533,0.9999344575108172,-3.0975,0.9999344575108172,trend,yes,1.8216,1.0,-16.9204,1.0,trend,yes,CONSERVED_relaxed
IL13RA1,IL13,4,32.5887,0.0,,,no_data,no_data,0.0854,1.0,-17.9151,1.0,trend,yes,human_only
IL13RA2,IL13,5,0.0171,0.9999344575108172,,,no_data,no_data,2.0911,1.0,-17.9151,1.0,trend,yes,human_only
IL2RG,IL13,3,0.6758,8.341877120318331e-15,,,no_data,no_data,0.4209,1.0,-17.9151,1.0,trend,yes,human_only
IL4R,IL13,4,,,,,no_data,no_data,-0.1439,1.0,-17.9151,1.0,no,no,neither
IL15RA,IL15,4,-17.2901,7.811257254180269e-19,-16.2161,3.520104297136089e-14,no,no,0.6592,1.0,-0.2756,0.0087710010003218,trend,yes,human_only
IL2RA,IL15,4,-4.3706,0.5549067425822083,-16.2161,3.520104297136089e-14,no,no,0.0282,1.0,-0.2756,0.0087710010003218,trend,yes,human_only
IL2RB,IL15,4,-1.3521,0.9999344575108172,-16.2161,3.520104297136089e-14,no,no,0.5978,1.0,-0.2756,0.0087710010003218,trend,yes,human_only
IL2RG,IL15,4,0.6758,8.341877120318331e-15,-16.2161,3.520104297136089e-14,yes,yes,0.4209,1.0,-0.2756,0.0087710010003218,trend,yes,CONSERVED_relaxed
CD4,IL16,4,-4.0579,0.9999344575108172,-6.9089,3.2786146366201797e-11,no,no,-0.4882,1.0,-0.041,1.0,no,no,neither
GRIN2C,IL16,3,-0.062,0.9999344575108172,-6.9089,3.2786146366201797e-11,no,no,0.6241,1.0,-0.041,1.0,trend,yes,human_only
GRIN2D,IL16,4,1.8186,1.070781992248783e-09,-6.9089,3.2786146366201797e-11,yes,yes,0.7131,1.0,-0.041,1.0,trend,yes,CONSERVED_relaxed
KCNA3,IL16,3,-2.3347,0.9999344575108172,-6.9089,3.2786146366201797e-11,no,no,-16.5645,1.0,-0.041,1.0,no,no,neither
KCND1,IL16,3,1.6759,9.946427686684897e-17,-6.9089,3.2786146366201797e-11,yes,yes,0.5874,1.0,-0.041,1.0,trend,yes,CONSERVED_relaxed
KCND2,IL16,3,-3.0062,0.2367407779735406,-6.9089,3.2786146366201797e-11,no,no,0.738,1.0,-0.041,1.0,trend,yes,human_only
KCNJ10,IL16,4,-4.7142,0.9999344575108172,-6.9089,3.2786146366201797e-11,no,no,1.2723,0.0121581714534572,-0.041,1.0,trend,yes,human_only
KCNJ15,IL16,4,51.6719,0.0,-6.9089,3.2786146366201797e-11,yes,yes,-0.4231,1.0,-0.041,1.0,no,no,mouse_only
KCNJ4,IL16,3,0.1379,0.9999344575108172,-6.9089,3.2786146366201797e-11,trend,yes,-0.171,1.0,-0.041,1.0,no,no,mouse_only
IL17RA,IL17A,4,-5.393,0.0004629625617517,,,no_data,no_data,0.2328,1.0,0.0,1.0,no,no,neither
IL17RC,IL17A,4,-1.2314,1.605267759196465e-124,,,no_data,no_data,-0.0768,1.0,0.0,1.0,no,no,neither
IL17RB,IL17B,4,-0.8773,0.9999344575108172,1.3671,0.9654387691703836,no,no,0.9025,1.0,1.4734,1.0,no,no,neither
IL17RA,IL17F,4,-5.393,0.0004629625617517,-1.8858,0.9999344575108172,no,no,0.2328,1.0,-17.2888,1.0,trend,yes,human_only
IL18R1,IL18,4,-8.2427,1.109561054797553e-18,-9.9899,8.74212775120619e-14,no,no,0.2614,1.0,-0.1677,0.2946241720134714,trend,yes,human_only
IL18RAP,IL18,4,-0.4828,0.9999344575108172,-9.9899,8.74212775120619e-14,no,no,0.1843,1.0,-0.1677,0.2946241720134714,trend,yes,human_only
IL1RAPL1,IL18,4,0.3236,0.5992629772699837,-9.9899,8.74212775120619e-14,trend,yes,0.5995,0.0004156366524288,-0.1677,0.2946241720134714,trend,yes,CONSERVED_relaxed
IL1RL2,IL18,3,3.199,1.3872751101272303e-78,-9.9899,8.74212775120619e-14,yes,yes,0.7793,1.0,-0.1677,0.2946241720134714,trend,yes,CONSERVED_relaxed
IL20RA,IL19,4,2.0592,0.8357385288338149,1.5672,0.9999344575108172,no,no,0.6025,1.0,0.0825,1.0,no,no,neither
IL20RB,IL19,4,-1.9334,0.9697559239068596,1.5672,0.9999344575108172,no,no,0.74,1.0,0.0825,1.0,no,no,neither
IL1R1,IL1A,4,35.6379,0.0,-2.5422,0.9999344575108172,trend,yes,0.3548,4.190032872217283e-06,1.46,1.0,no,no,mouse_only
IL1R2,IL1A,4,4.6352,1.7244787871398567e-54,-2.5422,0.9999344575108172,trend,yes,2.3837,1.0,1.46,1.0,no,no,mouse_only
IL1RAP,IL1A,4,3.1594,4.50322128843288e-84,-2.5422,0.9999344575108172,trend,yes,-0.0124,1.0,1.46,1.0,no,no,mouse_only
ADRB2,IL1B,3,-7.9417,4.325195771565568e-09,-6.3063,0.9999344575108172,no,no,0.5924,1.0,0.5319,1.0,no,no,neither
IL1R1,IL1B,4,35.6379,0.0,-6.3063,0.9999344575108172,trend,yes,0.3548,4.190032872217283e-06,0.5319,1.0,no,no,mouse_only
IL1R2,IL1B,4,4.6352,1.7244787871398567e-54,-6.3063,0.9999344575108172,trend,yes,2.3837,1.0,0.5319,1.0,no,no,mouse_only
IL1RAP,IL1B,4,3.1594,4.50322128843288e-84,-6.3063,0.9999344575108172,trend,yes,-0.0124,1.0,0.5319,1.0,no,no,mouse_only
IL1R1,IL1F10,4,35.6379,0.0,,,no_data,no_data,0.3548,4.190032872217283e-06,0.0,1.0,no,no,neither
IL1R1,IL1RN,4,35.6379,0.0,-1.5618,0.9999344575108172,trend,yes,0.3548,4.190032872217283e-06,-0.5114,1.0,trend,yes,CONSERVED_relaxed
IL1R2,IL1RN,4,4.6352,1.7244787871398567e-54,-1.5618,0.9999344575108172,trend,yes,2.3837,1.0,-0.5114,1.0,trend,yes,CONSERVED_relaxed
CD53,IL2,4,-4.3553,0.8014968353163613,-3.444,0.028466548391807,no,no,0.3133,1.0,-18.1814,1.0,trend,yes,human_only
IL2RA,IL2,4,-4.3706,0.5549067425822083,-3.444,0.028466548391807,no,no,0.0282,1.0,-18.1814,1.0,trend,yes,human_only
IL2RB,IL2,4,-1.3521,0.9999344575108172,-3.444,0.028466548391807,no,no,0.5978,1.0,-18.1814,1.0,trend,yes,human_only
IL2RG,IL2,4,0.6758,8.341877120318331e-15,-3.444,0.028466548391807,yes,yes,0.4209,1.0,-18.1814,1.0,trend,yes,CONSERVED_relaxed
NGFR,IL2,3,-1.8123,0.8743956965753553,-3.444,0.028466548391807,no,no,0.5396,1.0,-18.1814,1.0,trend,yes,human_only
IL20RA,IL20,4,2.0592,0.8357385288338149,,,no_data,no_data,0.6025,1.0,-2.6433,1.0,trend,yes,human_only
IL20RB,IL20,4,-1.9334,0.9697559239068596,,,no_data,no_data,0.74,1.0,-2.6433,1.0,trend,yes,human_only
IL22RA1,IL20,4,-1.0943,0.9999344575108172,,,no_data,no_data,0.4917,1.0,-2.6433,1.0,trend,yes,human_only
IL21R,IL21,4,-1.36,0.9999344575108172,,,no_data,no_data,0.4637,1.0,1.7842,1.0,no,no,neither
IL2RG,IL21,4,0.6758,8.341877120318331e-15,,,no_data,no_data,0.4209,1.0,1.7842,1.0,no,no,neither
IL10RA,IL22,4,-2.7773,0.9999344575108172,,,no_data,no_data,0.1007,1.0,0.0,1.0,no,no,neither
IL10RB,IL22,4,-50.0268,6.809548000626781e-176,,,no_data,no_data,0.0175,1.0,0.0,1.0,no,no,neither
IL22RA1,IL22,4,-1.0943,0.9999344575108172,,,no_data,no_data,0.4917,1.0,0.0,1.0,no,no,neither
IL22RA2,IL22,4,-1.8138,0.9999344575108172,,,no_data,no_data,-0.2925,1.0,0.0,1.0,no,no,neither
IL12RB1,IL23A,4,0.2974,0.9999344575108172,-0.513,0.9999344575108172,trend,yes,0.4291,1.0,-0.7175,1.0,trend,yes,CONSERVED_relaxed
IL23R,IL23A,4,1.4533,0.9999344575108172,-0.513,0.9999344575108172,trend,yes,1.8216,1.0,-0.7175,1.0,trend,yes,CONSERVED_relaxed
IL20RA,IL24,4,2.0592,0.8357385288338149,,,no_data,no_data,0.6025,1.0,0.8176,1.0,no,no,neither
IL20RB,IL24,4,-1.9334,0.9697559239068596,,,no_data,no_data,0.74,1.0,0.8176,1.0,no,no,neither
IL22RA1,IL24,4,-1.0943,0.9999344575108172,,,no_data,no_data,0.4917,1.0,0.8176,1.0,no,no,neither
IL17RB,IL25,4,-0.8773,0.9999344575108172,-0.7053,0.9999344575108172,no,no,0.9025,1.0,0.0,1.0,no,no,neither
IL20RA,IL26,3,2.0592,0.8357385288338149,,,no_data,no_data,0.6025,1.0,1.2397,1.0,no,no,neither
IL27RA,IL27,4,-1.0305,6.9396818559143005e-28,-2.1139,0.9999344575108172,no,no,0.949,1.0,-1.344,1.0,trend,yes,human_only
CSF2RB,IL3,4,-0.1208,0.4872938729927898,,,no_data,no_data,0.9318,1.0,0.0,1.0,no,no,neither
IL3RA,IL3,4,29.0986,0.0,,,no_data,no_data,0.7325,0.7259510059134364,0.0,1.0,no,no,neither
IL31RA,IL31,4,-0.4507,0.9999344575108172,,,no_data,no_data,0.0541,1.0,-15.8205,1.0,trend,yes,human_only
OSMR,IL31,4,16.3501,0.0,,,no_data,no_data,0.1701,0.148011766891808,-15.8205,1.0,trend,yes,human_only
CSF1R,IL34,5,-7.2168,0.2064104031368429,-1.6813,1.73450433559951e-34,no,no,0.5511,1.0,0.0267,1.0,no,no,neither
CD53,IL4,4,-4.3553,0.8014968353163613,-0.0698,0.9999344575108172,no,no,0.3133,1.0,-16.8069,1.0,trend,yes,human_only
IL13RA1,IL4,4,32.5887,0.0,-0.0698,0.9999344575108172,trend,yes,0.0854,1.0,-16.8069,1.0,trend,yes,CONSERVED_relaxed
IL13RA2,IL4,4,0.0171,0.9999344575108172,-0.0698,0.9999344575108172,trend,yes,2.0911,1.0,-16.8069,1.0,trend,yes,CONSERVED_relaxed
IL2RG,IL4,4,0.6758,8.341877120318331e-15,-0.0698,0.9999344575108172,trend,yes,0.4209,1.0,-16.8069,1.0,trend,yes,CONSERVED_relaxed
IL4R,IL4,4,,,-0.0698,0.9999344575108172,no_data,no_data,-0.1439,1.0,-16.8069,1.0,no,no,neither
CSF2RB,IL5,4,-0.1208,0.4872938729927898,1.394,0.9999344575108172,no,no,0.9318,1.0,0.1912,1.0,no,no,neither
IL5RA,IL5,4,-0.7791,0.9999344575108172,1.394,0.9999344575108172,no,no,0.144,1.0,0.1912,1.0,no,no,neither
IL6R,IL6,4,,,20.9533,0.0,no_data,no_data,-0.0902,1.0,-0.322,1.0,no,no,neither
IL6ST,IL6,4,5.9256,5.237849615188787e-175,20.9533,0.0,no,no,0.3514,1.1176301121782341e-07,-0.322,1.0,trend,yes,human_only
IL2RG,IL7,4,0.6758,8.341877120318331e-15,-0.7146,0.2111504195797973,trend,yes,0.4209,1.0,0.2036,0.3377156431233185,no,no,mouse_only
IL7R,IL7,4,-0.6527,0.9999344575108172,-0.7146,0.2111504195797973,no,no,-0.6916,1.0,0.2036,0.3377156431233185,no,no,neither
IL2RG,IL9,4,0.6758,8.341877120318331e-15,,,no_data,no_data,0.4209,1.0,0.0,1.0,no,no,neither
IL9R,IL9,4,-0.621,0.9999344575108172,,,no_data,no_data,-19.728,1.0,0.0,1.0,no,no,neither
ACVR2A,INHA,4,2.0794,1.3580638240402423e-37,0.9939,0.0018760153678717,no,no,-0.0667,1.0,-0.1541,1.0,no,no,neither
TGFBR3,INHA,4,-59.7721,0.0,0.9939,0.0018760153678717,no,no,0.1545,0.8651306215118396,-0.1541,1.0,trend,yes,human_only
ACVR1,INHBA,4,21.9604,0.0,44.5102,0.0,no,no,0.0998,1.0,-1.9269,0.1611785923990684,trend,yes,human_only
ACVR1B,INHBA,4,1.0532,4.245720121012983e-15,44.5102,0.0,no,no,0.3542,0.9146332302534812,-1.9269,0.1611785923990684,trend,yes,human_only
ACVR2A,INHBA,4,2.0794,1.3580638240402423e-37,44.5102,0.0,no,no,-0.0667,1.0,-1.9269,0.1611785923990684,no,no,neither
ACVR2B,INHBA,4,-4.4119,0.0736384232141601,44.5102,0.0,no,no,0.194,1.0,-1.9269,0.1611785923990684,trend,yes,human_only
BAMBI,INHBA,4,-15.2925,3.677908084798863e-67,44.5102,0.0,no,no,-0.1802,1.0,-1.9269,0.1611785923990684,no,no,neither
ENG,INHBA,4,-72.9588,6.016285782973368e-36,44.5102,0.0,no,no,0.5993,4.228401543020083e-05,-1.9269,0.1611785923990684,trend,yes,human_only
TGFBR3,INHBA,4,-59.7721,0.0,44.5102,0.0,no,no,0.1545,0.8651306215118396,-1.9269,0.1611785923990684,trend,yes,human_only
ACVR1,INHBB,4,21.9604,0.0,-15.3354,1.109667392529749e-07,yes,yes,0.0998,1.0,0.3368,1.0,no,no,mouse_only
ACVR1B,INHBB,4,1.0532,4.245720121012983e-15,-15.3354,1.109667392529749e-07,yes,yes,0.3542,0.9146332302534812,0.3368,1.0,no,no,mouse_only
ACVR1C,INHBB,4,0.2968,0.9999344575108172,-15.3354,1.109667392529749e-07,trend,yes,-1.0491,1.0,0.3368,1.0,no,no,mouse_only
ACVR2A,INHBB,4,2.0794,1.3580638240402423e-37,-15.3354,1.109667392529749e-07,yes,yes,-0.0667,1.0,0.3368,1.0,no,no,mouse_only
ACVR2B,INHBB,4,-4.4119,0.0736384232141601,-15.3354,1.109667392529749e-07,no,no,0.194,1.0,0.3368,1.0,no,no,neither
ACVR1,INHBC,3,21.9604,0.0,,,no_data,no_data,0.0998,1.0,-1.0777,1.0,trend,yes,human_only
ACVR1B,INHBC,3,1.0532,4.245720121012983e-15,,,no_data,no_data,0.3542,0.9146332302534812,-1.0777,1.0,trend,yes,human_only
ACVR2A,INHBC,5,2.0794,1.3580638240402423e-37,,,no_data,no_data,-0.0667,1.0,-1.0777,1.0,no,no,neither
ACVR2B,INHBC,5,-4.4119,0.0736384232141601,,,no_data,no_data,0.194,1.0,-1.0777,1.0,trend,yes,human_only
ACVR2B,INHBE,3,-4.4119,0.0736384232141601,-1.622,0.9999344575108172,no,no,0.194,1.0,2.0872,1.0,no,no,neither
IGF1R,INS,4,-0.0545,2.1663773637408098e-159,,,no_data,no_data,0.0438,1.0,0.0,1.0,no,no,neither
